Date,Commodity,Total Value
19-Jan-2020,wheat,4704.87
20-Jan-2020,apple,1924.72
20-Jan-2020,banana,2924.20
20-Jan-2020,beans (french),180.97
20-Jan-2020,brinjal,1953.32
20-Jan-2020,cabbage,3225.50
20-Jan-2020,carrot,3302.31
20-Jan-2020,cauliflower,4970.51
20-Jan-2020,coconut,50158.36
20-Jan-2020,dhania,479.86
20-Jan-2020,dry chillies,2091.00
20-Jan-2020,garlic,1979.00
20-Jan-2020,ginger,2568.00
20-Jan-2020,gourd (bottle),960.06
20-Jan-2020,gram,353.60
20-Jan-2020,green chilli,3014.27
20-Jan-2020,ground nut seed,67.84
20-Jan-2020,groundnut,6714.43
20-Jan-2020,jeera,945.17
20-Jan-2020,ladys finger (bhindi),852.64
20-Jan-2020,lemon,361.96
20-Jan-2020,mango,3.55
20-Jan-2020,masoor,223.70
20-Jan-2020,moong,280.20
20-Jan-2020,mustard,3197.18
20-Jan-2020,onion,42346.19
20-Jan-2020,parwal (pointed gourd),20.70
20-Jan-2020,peas (green),813.42
20-Jan-2020,potato,33159.64
20-Jan-2020,rice,16536.28
20-Jan-2020,safflower,1.00
20-Jan-2020,"sesamum (sesame, gingelly, til)",581.27
20-Jan-2020,soyabean,18417.35
20-Jan-2020,spinach,5074.57
20-Jan-2020,sugar,255.30
20-Jan-2020,sunflower,89.40
20-Jan-2020,tomato,8454.72
20-Jan-2020,turmeric,533.04
20-Jan-2020,tur,975.61
20-Jan-2020,urad,325.20
20-Jan-2020,wheat,17617.23
21-Jan-2020,apple,2242.56
21-Jan-2020,banana,3326.72
21-Jan-2020,beans (french),198.58
21-Jan-2020,brinjal,1673.14
21-Jan-2020,cabbage,3475.50
21-Jan-2020,carrot,3599.42
21-Jan-2020,cauliflower,5224.11
21-Jan-2020,coconut,32355.31
21-Jan-2020,dhania,480.06
21-Jan-2020,dry chillies,252.00
21-Jan-2020,garlic,1996.07
21-Jan-2020,ginger,1830.71
21-Jan-2020,gourd (bottle),990.54
21-Jan-2020,gram,404.64
21-Jan-2020,green chilli,3323.36
21-Jan-2020,ground nut seed,188.54
21-Jan-2020,groundnut,5512.65
21-Jan-2020,jeera,917.82
21-Jan-2020,ladys finger (bhindi),573.44
21-Jan-2020,lemon,541.31
21-Jan-2020,mango,3.90
21-Jan-2020,masoor,183.30
21-Jan-2020,moong,450.00
21-Jan-2020,mustard,3507.18
21-Jan-2020,onion,42932.03
21-Jan-2020,parwal (pointed gourd),64.19
21-Jan-2020,peas (green),685.10
21-Jan-2020,potato,34883.46
21-Jan-2020,rice,14655.40
21-Jan-2020,safflower,0
21-Jan-2020,"sesamum (sesame, gingelly, til)",663.63
21-Jan-2020,soyabean,20828.87
21-Jan-2020,spinach,5619.32
21-Jan-2020,sugar,608.30
21-Jan-2020,sunflower,98.60
21-Jan-2020,tomato,7957.43
21-Jan-2020,turmeric,89.10
21-Jan-2020,tur,867.23
21-Jan-2020,urad,365.12
21-Jan-2020,wheat,25501.55
22-Jan-2020,apple,1824.64
22-Jan-2020,banana,3155.11
22-Jan-2020,beans (french),204.00
22-Jan-2020,brinjal,1762.63
22-Jan-2020,cabbage,3186.33
22-Jan-2020,carrot,3664.85
22-Jan-2020,cauliflower,5071.74
22-Jan-2020,coconut,52701.95
22-Jan-2020,dhania,531.21
22-Jan-2020,dry chillies,391.20
22-Jan-2020,garlic,2194.59
22-Jan-2020,ginger,1476.08
22-Jan-2020,gourd (bottle),1527.31
22-Jan-2020,gram,325.07
22-Jan-2020,green chilli,3066.28
22-Jan-2020,ground nut seed,247.15
22-Jan-2020,groundnut,6240.86
22-Jan-2020,jeera,777.59
22-Jan-2020,ladys finger (bhindi),729.13
22-Jan-2020,lemon,430.88
22-Jan-2020,mango,3.70
22-Jan-2020,masoor,172.20
22-Jan-2020,moong,169.10
22-Jan-2020,mustard,3191.95
22-Jan-2020,onion,48721.22
22-Jan-2020,parwal (pointed gourd),18.93
22-Jan-2020,peas (green),780.61
22-Jan-2020,potato,37547.08
22-Jan-2020,rice,15223.29
22-Jan-2020,safflower,1.00
22-Jan-2020,"sesamum (sesame, gingelly, til)",786.13
22-Jan-2020,soyabean,18682.71
22-Jan-2020,spinach,4114.79
22-Jan-2020,sugar,592.50
22-Jan-2020,sunflower,80.10
22-Jan-2020,tomato,7280.21
22-Jan-2020,turmeric,205.56
22-Jan-2020,tur,879.10
22-Jan-2020,urad,272.51
22-Jan-2020,wheat,15905.93
23-Jan-2020,apple,2388.66
23-Jan-2020,banana,2751.58
23-Jan-2020,beans (french),143.79
23-Jan-2020,brinjal,1477.50
23-Jan-2020,cabbage,2918.81
23-Jan-2020,carrot,3373.02
23-Jan-2020,cauliflower,4913.75
23-Jan-2020,coconut,49357.94
23-Jan-2020,dhania,557.87
23-Jan-2020,dry chillies,2006.60
23-Jan-2020,garlic,1305.93
23-Jan-2020,ginger,2271.93
23-Jan-2020,gourd (bottle),916.73
23-Jan-2020,gram,411.80
23-Jan-2020,green chilli,2634.12
23-Jan-2020,ground nut seed,131.87
23-Jan-2020,groundnut,8111.97
23-Jan-2020,jeera,799.68
23-Jan-2020,ladys finger (bhindi),713.87
23-Jan-2020,lemon,583.81
23-Jan-2020,mango,3.50
23-Jan-2020,masoor,149.00
23-Jan-2020,moong,180.90
23-Jan-2020,mustard,3480.05
23-Jan-2020,onion,44225.30
23-Jan-2020,parwal (pointed gourd),14.13
23-Jan-2020,peas (green),706.52
23-Jan-2020,potato,35134.54
23-Jan-2020,rice,13255.79
23-Jan-2020,safflower,0
23-Jan-2020,"sesamum (sesame, gingelly, til)",769.73
23-Jan-2020,soyabean,17616.24
23-Jan-2020,spinach,4705.33
23-Jan-2020,sugar,441.40
23-Jan-2020,sunflower,41.50
23-Jan-2020,tomato,6977.70
23-Jan-2020,turmeric,688.82
23-Jan-2020,tur,723.12
23-Jan-2020,urad,269.60
23-Jan-2020,wheat,14062.14
24-Jan-2020,apple,2062.48
24-Jan-2020,banana,3121.70
24-Jan-2020,beans (french),95.21
24-Jan-2020,brinjal,1621.85
24-Jan-2020,cabbage,2842.14
24-Jan-2020,carrot,3073.63
24-Jan-2020,cauliflower,3845.83
24-Jan-2020,coconut,49441.89
24-Jan-2020,dhania,699.54
24-Jan-2020,dry chillies,288.50
24-Jan-2020,garlic,2326.93
24-Jan-2020,ginger,1657.34
24-Jan-2020,gourd (bottle),913.79
24-Jan-2020,gram,208.15
24-Jan-2020,green chilli,2541.74
24-Jan-2020,ground nut seed,187.45
24-Jan-2020,groundnut,5860.03
24-Jan-2020,jeera,891.07
24-Jan-2020,ladys finger (bhindi),751.86
24-Jan-2020,lemon,337.77
24-Jan-2020,mango,3.80
24-Jan-2020,masoor,153.00
24-Jan-2020,moong,208.10
24-Jan-2020,mustard,3325.12
24-Jan-2020,onion,25784.61
24-Jan-2020,parwal (pointed gourd),17.89
24-Jan-2020,peas (green),641.02
24-Jan-2020,potato,38641.31
24-Jan-2020,rice,14023.10
24-Jan-2020,safflower,0
24-Jan-2020,"sesamum (sesame, gingelly, til)",616.96
24-Jan-2020,soyabean,7684.34
24-Jan-2020,spinach,3325.27
24-Jan-2020,sugar,877.10
24-Jan-2020,sunflower,90.00
24-Jan-2020,tomato,6676.20
24-Jan-2020,turmeric,323.65
24-Jan-2020,tur,682.60
24-Jan-2020,urad,317.31
24-Jan-2020,wheat,15293.73
25-Jan-2020,apple,1910.92
25-Jan-2020,banana,2888.54
25-Jan-2020,beans (french),168.60
25-Jan-2020,brinjal,1555.44
25-Jan-2020,cabbage,2443.01
25-Jan-2020,carrot,3333.05
25-Jan-2020,cauliflower,4733.57
25-Jan-2020,coconut,19701.28
25-Jan-2020,dhania,439.98
25-Jan-2020,dry chillies,1189.60
25-Jan-2020,garlic,1131.79
25-Jan-2020,ginger,909.24
25-Jan-2020,gourd (bottle),1126.89
25-Jan-2020,gram,353.90
25-Jan-2020,green chilli,2623.28
25-Jan-2020,ground nut seed,92.34
25-Jan-2020,groundnut,6197.58
25-Jan-2020,jeera,582.38
25-Jan-2020,ladys finger (bhindi),740.56
25-Jan-2020,lemon,470.17
25-Jan-2020,mango,6.60
25-Jan-2020,masoor,243.30
25-Jan-2020,moong,179.70
25-Jan-2020,mustard,2996.29
25-Jan-2020,onion,33430.92
25-Jan-2020,parwal (pointed gourd),11.47
25-Jan-2020,peas (green),323.92
25-Jan-2020,potato,37526.26
25-Jan-2020,rice,10416.90
25-Jan-2020,safflower,1.00
25-Jan-2020,"sesamum (sesame, gingelly, til)",463.66
25-Jan-2020,soyabean,8749.39
25-Jan-2020,spinach,1823.02
25-Jan-2020,sugar,482.20
25-Jan-2020,sunflower,78.30
25-Jan-2020,tomato,6969.03
25-Jan-2020,turmeric,180.21
25-Jan-2020,tur,714.51
25-Jan-2020,urad,260.10
25-Jan-2020,wheat,12484.76
26-Jan-2020,apple,206.94
26-Jan-2020,banana,901.60
26-Jan-2020,beans (french),51.26
26-Jan-2020,brinjal,835.40
26-Jan-2020,cabbage,1316.44
26-Jan-2020,carrot,1026.62
26-Jan-2020,cauliflower,1459.56
26-Jan-2020,coconut,1049.10
26-Jan-2020,dhania,0.10
26-Jan-2020,dry chillies,12.00
26-Jan-2020,garlic,138.19
26-Jan-2020,ginger,287.41
26-Jan-2020,gourd (bottle),357.50
26-Jan-2020,gram,18.40
26-Jan-2020,green chilli,721.74
26-Jan-2020,ground nut seed,0
26-Jan-2020,groundnut,81.40
26-Jan-2020,jeera,0
26-Jan-2020,ladys finger (bhindi),220.00
26-Jan-2020,lemon,126.35
26-Jan-2020,mango,0.10
26-Jan-2020,masoor,20.50
26-Jan-2020,moong,31.80
26-Jan-2020,mustard,478.13
26-Jan-2020,onion,6565.84
26-Jan-2020,parwal (pointed gourd),7.32
26-Jan-2020,peas (green),329.25
26-Jan-2020,potato,9874.33
26-Jan-2020,rice,4918.23
26-Jan-2020,safflower,0
26-Jan-2020,"sesamum (sesame, gingelly, til)",48.65
26-Jan-2020,soyabean,228.06
26-Jan-2020,spinach,400.92
26-Jan-2020,sugar,27.60
26-Jan-2020,sunflower,0
26-Jan-2020,tomato,3627.98
26-Jan-2020,turmeric,67.10
26-Jan-2020,tur,46.00
26-Jan-2020,urad,36.00
26-Jan-2020,wheat,1773.93
27-Jan-2020,apple,2061.88
27-Jan-2020,banana,2820.07
27-Jan-2020,beans (french),187.85
27-Jan-2020,brinjal,1722.58
27-Jan-2020,cabbage,2926.25
27-Jan-2020,carrot,3556.42
27-Jan-2020,cauliflower,5584.39
27-Jan-2020,coconut,56903.47
27-Jan-2020,dhania,666.16
27-Jan-2020,dry chillies,2247.50
27-Jan-2020,garlic,3153.54
27-Jan-2020,ginger,2068.95
27-Jan-2020,gourd (bottle),1073.65
27-Jan-2020,gram,427.90
27-Jan-2020,green chilli,2751.65
27-Jan-2020,ground nut seed,196.40
27-Jan-2020,groundnut,8066.39
27-Jan-2020,jeera,891.11
27-Jan-2020,ladys finger (bhindi),832.85
27-Jan-2020,lemon,363.86
27-Jan-2020,mango,4.40
27-Jan-2020,masoor,166.50
27-Jan-2020,moong,361.50
27-Jan-2020,mustard,3343.05
27-Jan-2020,onion,51434.33
27-Jan-2020,parwal (pointed gourd),9.52
27-Jan-2020,peas (green),517.23
27-Jan-2020,potato,36236.46
27-Jan-2020,rice,15272.17
27-Jan-2020,safflower,1.00
27-Jan-2020,"sesamum (sesame, gingelly, til)",768.16
27-Jan-2020,soyabean,17571.13
27-Jan-2020,spinach,4771.37
27-Jan-2020,sugar,823.20
27-Jan-2020,sunflower,52.50
27-Jan-2020,tomato,7579.05
27-Jan-2020,turmeric,667.54
27-Jan-2020,tur,1005.24
27-Jan-2020,urad,314.23
27-Jan-2020,wheat,18076.30
28-Jan-2020,apple,1925.28
28-Jan-2020,banana,2313.08
28-Jan-2020,beans (french),172.95
28-Jan-2020,brinjal,1668.61
28-Jan-2020,cabbage,3047.87
28-Jan-2020,carrot,3813.07
28-Jan-2020,cauliflower,6002.57
28-Jan-2020,coconut,28626.52
28-Jan-2020,dhania,557.94
28-Jan-2020,dry chillies,333.10
28-Jan-2020,garlic,3348.32
28-Jan-2020,ginger,1564.41
28-Jan-2020,gourd (bottle),1138.08
28-Jan-2020,gram,383.48
28-Jan-2020,green chilli,2655.44
28-Jan-2020,ground nut seed,223.97
28-Jan-2020,groundnut,5972.75
28-Jan-2020,jeera,698.44
28-Jan-2020,ladys finger (bhindi),637.12
28-Jan-2020,lemon,535.04
28-Jan-2020,mango,5.80
28-Jan-2020,masoor,110.10
28-Jan-2020,moong,142.60
28-Jan-2020,mustard,3100.80
28-Jan-2020,onion,47676.92
28-Jan-2020,parwal (pointed gourd),13.31
28-Jan-2020,peas (green),1070.20
28-Jan-2020,potato,31746.55
28-Jan-2020,rice,16850.50
28-Jan-2020,safflower,1.00
28-Jan-2020,"sesamum (sesame, gingelly, til)",594.04
28-Jan-2020,soyabean,14226.30
28-Jan-2020,spinach,2876.69
28-Jan-2020,sugar,791.30
28-Jan-2020,sunflower,55.80
28-Jan-2020,tomato,7116.60
28-Jan-2020,turmeric,107.41
28-Jan-2020,tur,895.11
28-Jan-2020,urad,278.94
28-Jan-2020,wheat,18413.03
29-Jan-2020,apple,2221.85
29-Jan-2020,banana,2764.78
29-Jan-2020,beans (french),150.24
29-Jan-2020,brinjal,1655.39
29-Jan-2020,cabbage,3148.44
29-Jan-2020,carrot,3204.39
29-Jan-2020,cauliflower,4540.88
29-Jan-2020,coconut,52286.31
29-Jan-2020,dhania,412.34
29-Jan-2020,dry chillies,385.70
29-Jan-2020,garlic,3996.01
29-Jan-2020,ginger,1325.24
29-Jan-2020,gourd (bottle),1251.24
29-Jan-2020,gram,379.42
29-Jan-2020,green chilli,2976.72
29-Jan-2020,ground nut seed,114.90
29-Jan-2020,groundnut,6104.03
29-Jan-2020,jeera,750.77
29-Jan-2020,ladys finger (bhindi),781.69
29-Jan-2020,lemon,475.16
29-Jan-2020,mango,13.00
29-Jan-2020,masoor,204.80
29-Jan-2020,moong,301.70
29-Jan-2020,mustard,2616.19
29-Jan-2020,onion,41724.77
29-Jan-2020,parwal (pointed gourd),9.45
29-Jan-2020,peas (green),469.50
29-Jan-2020,potato,33749.83
29-Jan-2020,rice,12879.22
29-Jan-2020,safflower,3.00
29-Jan-2020,"sesamum (sesame, gingelly, til)",602.33
29-Jan-2020,soyabean,10361.25
29-Jan-2020,spinach,5657.62
29-Jan-2020,sugar,422.50
29-Jan-2020,sunflower,31.20
29-Jan-2020,tomato,7121.45
29-Jan-2020,turmeric,180.59
29-Jan-2020,tur,674.82
29-Jan-2020,urad,237.80
29-Jan-2020,wheat,15168.04
30-Jan-2020,apple,2752.30
30-Jan-2020,banana,2529.11
30-Jan-2020,beans (french),150.86
30-Jan-2020,brinjal,1757.04
30-Jan-2020,cabbage,2894.99
30-Jan-2020,carrot,3205.14
30-Jan-2020,cauliflower,4803.98
30-Jan-2020,coconut,40129.90
30-Jan-2020,dhania,215.35
30-Jan-2020,dry chillies,2001.70
30-Jan-2020,garlic,2617.17
30-Jan-2020,ginger,3276.18
30-Jan-2020,gourd (bottle),986.94
30-Jan-2020,gram,332.20
30-Jan-2020,green chilli,2431.34
30-Jan-2020,ground nut seed,68.18
30-Jan-2020,groundnut,4547.25
30-Jan-2020,jeera,201.43
30-Jan-2020,ladys finger (bhindi),814.41
30-Jan-2020,lemon,607.94
30-Jan-2020,mango,5.30
30-Jan-2020,masoor,173.40
30-Jan-2020,moong,308.10
30-Jan-2020,mustard,2617.97
30-Jan-2020,onion,47144.31
30-Jan-2020,parwal (pointed gourd),11.76
30-Jan-2020,peas (green),807.12
30-Jan-2020,potato,34515.57
30-Jan-2020,rice,10871.59
30-Jan-2020,safflower,1.00
30-Jan-2020,"sesamum (sesame, gingelly, til)",257.62
30-Jan-2020,soyabean,9216.00
30-Jan-2020,spinach,3473.50
30-Jan-2020,sugar,516.30
30-Jan-2020,sunflower,26.40
30-Jan-2020,tomato,6786.52
30-Jan-2020,turmeric,239.21
30-Jan-2020,tur,826.90
30-Jan-2020,urad,184.63
30-Jan-2020,wheat,13514.28
31-Jan-2020,apple,2456.26
31-Jan-2020,banana,2478.41
31-Jan-2020,beans (french),162.82
31-Jan-2020,brinjal,1416.35
31-Jan-2020,cabbage,2913.51
31-Jan-2020,carrot,3128.47
31-Jan-2020,cauliflower,3487.38
31-Jan-2020,coconut,77084.46
31-Jan-2020,dhania,507.40
31-Jan-2020,dry chillies,282.40
31-Jan-2020,garlic,1792.28
31-Jan-2020,ginger,2230.36
31-Jan-2020,gourd (bottle),1033.40
31-Jan-2020,gram,476.18
31-Jan-2020,green chilli,2158.47
31-Jan-2020,ground nut seed,135.80
31-Jan-2020,groundnut,5758.57
31-Jan-2020,jeera,198.19
31-Jan-2020,ladys finger (bhindi),682.57
31-Jan-2020,lemon,586.26
31-Jan-2020,mango,4.60
31-Jan-2020,masoor,227.50
31-Jan-2020,moong,174.10
31-Jan-2020,mustard,2282.84
31-Jan-2020,onion,45732.09
31-Jan-2020,parwal (pointed gourd),12.20
31-Jan-2020,peas (green),545.23
31-Jan-2020,potato,31570.87
31-Jan-2020,rice,13193.09
31-Jan-2020,safflower,0
31-Jan-2020,"sesamum (sesame, gingelly, til)",272.48
31-Jan-2020,soyabean,9112.12
31-Jan-2020,spinach,2855.02
31-Jan-2020,sugar,849.80
31-Jan-2020,sunflower,176.30
31-Jan-2020,tomato,6350.61
31-Jan-2020,turmeric,292.62
31-Jan-2020,tur,901.51
31-Jan-2020,urad,282.20
31-Jan-2020,wheat,13776.49
01-Feb-2020,apple,2120.98
01-Feb-2020,banana,2976.56
01-Feb-2020,beans (french),118.78
01-Feb-2020,brinjal,1058.40
01-Feb-2020,cabbage,1847.17
01-Feb-2020,carrot,1606.67
01-Feb-2020,cauliflower,4004.08
01-Feb-2020,coconut,40886.95
01-Feb-2020,dhania,385.53
01-Feb-2020,dry chillies,582.30
01-Feb-2020,garlic,1350.67
01-Feb-2020,ginger,913.55
01-Feb-2020,gourd (bottle),587.15
01-Feb-2020,gram,438.10
01-Feb-2020,green chilli,1341.71
01-Feb-2020,ground nut seed,115.80
01-Feb-2020,groundnut,4178.43
01-Feb-2020,jeera,471.40
01-Feb-2020,ladys finger (bhindi),254.76
01-Feb-2020,lemon,233.75
01-Feb-2020,mango,10.00
01-Feb-2020,masoor,161.60
01-Feb-2020,moong,267.00
01-Feb-2020,mustard,1513.72
01-Feb-2020,onion,22912.89
01-Feb-2020,parwal (pointed gourd),7.71
01-Feb-2020,peas (green),311.80
01-Feb-2020,potato,20648.12
01-Feb-2020,rice,9062.30
01-Feb-2020,safflower,1.00
01-Feb-2020,"sesamum (sesame, gingelly, til)",284.04
01-Feb-2020,soyabean,4653.45
01-Feb-2020,spinach,7304.20
01-Feb-2020,sugar,435.10
01-Feb-2020,sunflower,18.70
01-Feb-2020,tomato,4352.58
01-Feb-2020,turmeric,117.81
01-Feb-2020,tur,788.51
01-Feb-2020,urad,242.90
01-Feb-2020,wheat,9226.07
02-Feb-2020,apple,480.49
02-Feb-2020,banana,1155.91
02-Feb-2020,beans (french),33.68
02-Feb-2020,brinjal,861.90
02-Feb-2020,cabbage,1475.42
02-Feb-2020,carrot,1331.49
02-Feb-2020,cauliflower,1865.55
02-Feb-2020,coconut,838.63
02-Feb-2020,dhania,0
02-Feb-2020,dry chillies,12.90
02-Feb-2020,garlic,604.70
02-Feb-2020,ginger,269.33
02-Feb-2020,gourd (bottle),414.00
02-Feb-2020,gram,48.30
02-Feb-2020,green chilli,827.21
02-Feb-2020,ground nut seed,0
02-Feb-2020,groundnut,1314.84
02-Feb-2020,jeera,0
02-Feb-2020,ladys finger (bhindi),141.88
02-Feb-2020,lemon,189.22
02-Feb-2020,mango,2.30
02-Feb-2020,masoor,31.80
02-Feb-2020,moong,11.50
02-Feb-2020,mustard,492.30
02-Feb-2020,onion,12473.87
02-Feb-2020,parwal (pointed gourd),4.25
02-Feb-2020,peas (green),60.00
02-Feb-2020,potato,14686.66
02-Feb-2020,rice,2482.54
02-Feb-2020,safflower,0
02-Feb-2020,"sesamum (sesame, gingelly, til)",99.70
02-Feb-2020,soyabean,633.40
02-Feb-2020,spinach,3822.79
02-Feb-2020,sugar,27.00
02-Feb-2020,sunflower,4.00
02-Feb-2020,tomato,4153.95
02-Feb-2020,turmeric,55.10
02-Feb-2020,tur,134.50
02-Feb-2020,urad,53.30
02-Feb-2020,wheat,4067.47
03-Feb-2020,apple,2071.46
03-Feb-2020,banana,2833.00
03-Feb-2020,beans (french),164.62
03-Feb-2020,brinjal,1320.67
03-Feb-2020,cabbage,2652.73
03-Feb-2020,carrot,2113.10
03-Feb-2020,cauliflower,5503.60
03-Feb-2020,coconut,33931.33
03-Feb-2020,dhania,322.11
03-Feb-2020,dry chillies,2484.90
03-Feb-2020,garlic,1302.00
03-Feb-2020,ginger,1852.10
03-Feb-2020,gourd (bottle),840.38
03-Feb-2020,gram,291.90
03-Feb-2020,green chilli,2023.29
03-Feb-2020,ground nut seed,46.80
03-Feb-2020,groundnut,5585.38
03-Feb-2020,jeera,441.42
03-Feb-2020,ladys finger (bhindi),283.16
03-Feb-2020,lemon,300.56
03-Feb-2020,mango,6.58
03-Feb-2020,masoor,101.40
03-Feb-2020,moong,136.70
03-Feb-2020,mustard,2105.35
03-Feb-2020,onion,40725.33
03-Feb-2020,parwal (pointed gourd),7.52
03-Feb-2020,peas (green),328.40
03-Feb-2020,potato,29802.67
03-Feb-2020,rice,10204.99
03-Feb-2020,safflower,8.30
03-Feb-2020,"sesamum (sesame, gingelly, til)",303.19
03-Feb-2020,soyabean,9693.43
03-Feb-2020,spinach,3950.23
03-Feb-2020,sugar,359.90
03-Feb-2020,sunflower,75.00
03-Feb-2020,tomato,6415.22
03-Feb-2020,turmeric,747.26
03-Feb-2020,tur,840.02
03-Feb-2020,urad,378.82
03-Feb-2020,wheat,12323.08
04-Feb-2020,apple,1353.29
04-Feb-2020,banana,2083.76
04-Feb-2020,beans (french),111.47
04-Feb-2020,brinjal,1349.77
04-Feb-2020,cabbage,2895.98
04-Feb-2020,carrot,2648.54
04-Feb-2020,cauliflower,3751.65
04-Feb-2020,coconut,46744.25
04-Feb-2020,dhania,369.38
04-Feb-2020,dry chillies,322.10
04-Feb-2020,garlic,1145.86
04-Feb-2020,ginger,1105.19
04-Feb-2020,gourd (bottle),660.23
04-Feb-2020,gram,273.60
04-Feb-2020,green chilli,1887.29
04-Feb-2020,ground nut seed,90.48
04-Feb-2020,groundnut,4334.60
04-Feb-2020,jeera,411.82
04-Feb-2020,ladys finger (bhindi),373.52
04-Feb-2020,lemon,282.63
04-Feb-2020,mango,7.60
04-Feb-2020,masoor,106.00
04-Feb-2020,moong,194.20
04-Feb-2020,mustard,2140.21
04-Feb-2020,onion,35688.63
04-Feb-2020,parwal (pointed gourd),11.84
04-Feb-2020,peas (green),207.60
04-Feb-2020,potato,28065.71
04-Feb-2020,rice,11326.35
04-Feb-2020,safflower,2.00
04-Feb-2020,"sesamum (sesame, gingelly, til)",236.95
04-Feb-2020,soyabean,11105.61
04-Feb-2020,spinach,2827.07
04-Feb-2020,sugar,729.70
04-Feb-2020,sunflower,38.20
04-Feb-2020,tomato,5712.97
04-Feb-2020,turmeric,214.79
04-Feb-2020,tur,863.30
04-Feb-2020,urad,319.00
04-Feb-2020,wheat,12334.86
05-Feb-2020,apple,1738.81
05-Feb-2020,banana,3081.74
05-Feb-2020,beans (french),158.18
05-Feb-2020,brinjal,1374.83
05-Feb-2020,cabbage,3127.09
05-Feb-2020,carrot,2288.21
05-Feb-2020,cauliflower,4549.12
05-Feb-2020,coconut,51486.04
05-Feb-2020,dhania,356.84
05-Feb-2020,dry chillies,225.10
05-Feb-2020,garlic,853.70
05-Feb-2020,ginger,1281.34
05-Feb-2020,gourd (bottle),894.74
05-Feb-2020,gram,177.20
05-Feb-2020,green chilli,2026.68
05-Feb-2020,ground nut seed,13.90
05-Feb-2020,groundnut,4275.45
05-Feb-2020,jeera,556.67
05-Feb-2020,ladys finger (bhindi),538.86
05-Feb-2020,lemon,281.00
05-Feb-2020,mango,7.30
05-Feb-2020,masoor,94.80
05-Feb-2020,moong,51.40
05-Feb-2020,mustard,2121.36
05-Feb-2020,onion,37490.54
05-Feb-2020,parwal (pointed gourd),9.46
05-Feb-2020,peas (green),145.70
05-Feb-2020,potato,28535.19
05-Feb-2020,rice,7866.50
05-Feb-2020,safflower,5.00
05-Feb-2020,"sesamum (sesame, gingelly, til)",420.23
05-Feb-2020,soyabean,10281.98
05-Feb-2020,spinach,4231.50
05-Feb-2020,sugar,418.20
05-Feb-2020,sunflower,19.70
05-Feb-2020,tomato,5416.58
05-Feb-2020,turmeric,216.64
05-Feb-2020,tur,524.91
05-Feb-2020,urad,218.23
05-Feb-2020,wheat,11160.59
06-Feb-2020,apple,1506.62
06-Feb-2020,banana,1953.99
06-Feb-2020,beans (french),114.44
06-Feb-2020,brinjal,1173.03
06-Feb-2020,cabbage,2459.34
06-Feb-2020,carrot,1957.72
06-Feb-2020,cauliflower,3409.54
06-Feb-2020,coconut,47685.80
06-Feb-2020,dhania,390.79
06-Feb-2020,dry chillies,1988.80
06-Feb-2020,garlic,705.10
06-Feb-2020,ginger,979.06
06-Feb-2020,gourd (bottle),595.42
06-Feb-2020,gram,221.40
06-Feb-2020,green chilli,1514.82
06-Feb-2020,ground nut seed,41.00
06-Feb-2020,groundnut,3033.22
06-Feb-2020,jeera,600.90
06-Feb-2020,ladys finger (bhindi),495.68
06-Feb-2020,lemon,224.61
06-Feb-2020,mango,2.00
06-Feb-2020,masoor,62.00
06-Feb-2020,moong,83.00
06-Feb-2020,mustard,1455.76
06-Feb-2020,onion,38515.11
06-Feb-2020,parwal (pointed gourd),10.34
06-Feb-2020,peas (green),406.00
06-Feb-2020,potato,23582.70
06-Feb-2020,rice,7403.00
06-Feb-2020,safflower,2.00
06-Feb-2020,"sesamum (sesame, gingelly, til)",339.72
06-Feb-2020,soyabean,10663.76
06-Feb-2020,spinach,4201.74
06-Feb-2020,sugar,501.80
06-Feb-2020,sunflower,24.30
06-Feb-2020,tomato,4578.37
06-Feb-2020,turmeric,447.36
06-Feb-2020,tur,390.80
06-Feb-2020,urad,266.14
06-Feb-2020,wheat,12113.84
07-Feb-2020,apple,1775.01
07-Feb-2020,banana,2603.56
07-Feb-2020,beans (french),157.31
07-Feb-2020,brinjal,1165.27
07-Feb-2020,cabbage,2691.47
07-Feb-2020,carrot,2519.56
07-Feb-2020,cauliflower,4447.00
07-Feb-2020,coconut,53272.94
07-Feb-2020,dhania,414.96
07-Feb-2020,dry chillies,380.90
07-Feb-2020,garlic,1895.80
07-Feb-2020,ginger,1123.56
07-Feb-2020,gourd (bottle),836.00
07-Feb-2020,gram,371.30
07-Feb-2020,green chilli,1854.88
07-Feb-2020,ground nut seed,45.20
07-Feb-2020,groundnut,4513.43
07-Feb-2020,jeera,575.71
07-Feb-2020,ladys finger (bhindi),631.34
07-Feb-2020,lemon,238.45
07-Feb-2020,mango,1.30
07-Feb-2020,masoor,73.90
07-Feb-2020,moong,73.40
07-Feb-2020,mustard,2224.41
07-Feb-2020,onion,29875.21
07-Feb-2020,parwal (pointed gourd),6.12
07-Feb-2020,peas (green),289.30
07-Feb-2020,potato,29473.58
07-Feb-2020,rice,9195.62
07-Feb-2020,safflower,2.00
07-Feb-2020,"sesamum (sesame, gingelly, til)",371.53
07-Feb-2020,soyabean,13624.94
07-Feb-2020,spinach,4225.72
07-Feb-2020,sugar,388.40
07-Feb-2020,sunflower,70.90
07-Feb-2020,tomato,5809.70
07-Feb-2020,turmeric,286.96
07-Feb-2020,tur,619.81
07-Feb-2020,urad,208.12
